EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,AniosEstudioJefeHogar,TipoEmpleo,IngresoMensualHogar,AreaResidencia,TenenciaVivienda,MaterialParedes,AccesoAguaPotable,AccesoSaneamiento,AccesoElectricidad,Hacinamiento,PoseeActivos,Region,GastoMensualHogar,PobrezaMonetaria
25,Hombre,4,0.46,Español,Secundaria,16,Informal,25019.46,Urbana,Propia,Ladrillo/Cemento,1,1,0,1,0,Selva,19120.56,0
23,Mujer,7,3.4,Español,Secundaria,10,Formal,10567.74,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,12012.55,0
70,Hombre,10,2.84,Aymara,Ninguno,11,Informal,8057.9400000000005,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,7071.08,0
78,Hombre,3,0.84,Español,Secundaria,15,Informal,1856.28,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,1753.7,0
62,Mujer,8,3.12,Español,Secundaria,1,Desempleado,2292.7799999999997,Rural,Alquilada,Adobe,1,1,1,0,1,Costa,2531.07,1
61,Hombre,1,3.07,Español,Secundaria,6,Formal,6124.38,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,6138.1,0
58,Mujer,10,1.42,Quechua,Secundaria,13,Formal,1890.96,Urbana,Cedida,Ladrillo/Cemento,0,1,1,1,0,Selva,1459.46,1
19,Hombre,4,4.77,Quechua,Primaria,7,Informal,7487.700000000001,Urbana,Alquilada,Adobe,1,0,1,0,0,Costa,7961.78,1
44,Hombre,9,3.15,Español,Secundaria,15,Informal,5265.299999999999,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,5819.41,1
42,Mujer,4,3.8,Español,Primaria,11,Informal,2052.2400000000002,Urbana,Propia,Adobe,1,1,1,0,1,Costa,2164.13,1
57,Hombre,11,2.41,Español,Secundaria,9,Informal,11722.86,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,10148.23,0
22,Hombre,9,4.33,Español,Superior,14,Formal,13836.75,Urbana,Propia,Ladrillo/Cemento,0,0,1,1,1,Sierra,12838.43,0
26,Hombre,1,0.15,Español,Primaria,3,Formal,11118.599999999999,Rural,Alquilada,Ladrillo/Cemento,0,1,0,0,1,Selva,12386.43,0
31,Hombre,7,1.2,Español,Secundaria,6,Informal,1607.3999999999999,Rural,Propia,Madera/Esteras,1,1,1,1,0,Costa,1810.98,1
19,Hombre,7,3.66,Español,Secundaria,14,Informal,4153.17,Urbana,Alquilada,Madera/Esteras,1,0,0,0,1,Selva,4701.0,1
65,Hombre,8,4.65,Español,Ninguno,8,Informal,2226.63,Urbana,Alquilada,Madera/Esteras,0,0,1,0,1,Sierra,2203.73,1
71,Hombre,4,3.86,Quechua,Secundaria,5,Formal,2185.8,Rural,Alquilada,Madera/Esteras,0,0,0,1,0,Costa,2176.74,1
54,Mujer,9,1.03,Español,Secundaria,3,Informal,2109.06,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,2376.02,1
38,Hombre,3,4.53,Español,Secundaria,17,Informal,6712.98,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Sierra,5179.31,0
78,Hombre,8,1.52,Español,Primaria,2,Informal,9035.94,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Sierra,7977.65,0
40,Mujer,4,0.06,Español,Primaria,19,Formal,3476.6400000000003,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,2469.14,0
21,Hombre,8,4.32,Español,Superior,1,Formal,4729.83,Urbana,Alquilada,Adobe,0,1,1,0,1,Costa,3424.94,0
50,Hombre,11,2.72,Español,Superior,10,Formal,4688.91,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,4629.76,1
56,Hombre,11,4.97,Español,Ninguno,3,Informal,1787.4900000000002,Urbana,Propia,Madera/Esteras,0,1,1,0,0,Sierra,1390.55,1
64,Hombre,11,3.3,Español,Primaria,18,Informal,1368.21,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,1391.71,1
49,Hombre,8,0.12,Español,Secundaria,20,Formal,35034.42,Urbana,Cedida,Madera/Esteras,1,0,1,0,1,Sierra,30842.22,0
55,Hombre,6,1.95,Aymara,Secundaria,2,Informal,13636.59,Rural,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,10123.84,0
37,Hombre,6,0.77,Quechua,Primaria,13,Informal,5227.65,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,5490.58,0
77,Hombre,3,4.03,Quechua,Secundaria,15,Informal,2658.33,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,2891.45,1
58,Mujer,8,2.51,Quechua,Ninguno,19,Informal,11869.92,Urbana,Alquilada,Madera/Esteras,1,1,1,0,0,Costa,11664.51,0
61,Hombre,5,2.1,Español,Ninguno,10,Formal,3701.31,Rural,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Sierra,2639.62,1
27,Hombre,11,1.8,Otra,Secundaria,5,Informal,4338.87,Urbana,Alquilada,Madera/Esteras,1,1,1,1,1,Costa,3814.42,1
57,Hombre,4,1.89,Quechua,Secundaria,14,Informal,7838.280000000001,Urbana,Propia,Adobe,1,1,1,1,1,Sierra,8237.68,0
73,Hombre,2,4.42,Español,Secundaria,6,Informal,7406.3099999999995,Rural,Alquilada,Ladrillo/Cemento,0,1,1,1,1,Sierra,5663.5,0
60,Hombre,2,3.15,Español,Ninguno,15,Informal,1728.4499999999998,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Costa,2024.72,1
46,Hombre,10,4.74,Español,Ninguno,13,Formal,3569.2200000000003,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Costa,4273.72,1
30,Hombre,1,2.35,Español,Primaria,10,Informal,3037.41,Urbana,Cedida,Madera/Esteras,1,1,1,0,1,Sierra,2466.73,1
76,Mujer,3,4.27,Español,Secundaria,0,Formal,6325.17,Urbana,Propia,Ladrillo/Cemento,1,0,0,1,0,Costa,6051.88,0
65,Hombre,6,0.83,Español,Secundaria,12,Informal,7905.66,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,6990.02,0
75,Mujer,5,2.23,Español,Primaria,21,Informal,7789.11,Urbana,Cedida,Madera/Esteras,1,0,0,0,1,Costa,7544.91,0
70,Hombre,5,0.49,Español,Primaria,19,Informal,7468.200000000001,Urbana,Alquilada,Madera/Esteras,1,1,1,1,0,Sierra,7827.89,0
57,Hombre,1,1.17,Español,Superior,9,Informal,11914.95,Urbana,Cedida,Madera/Esteras,1,1,1,0,1,Costa,13746.15,0
78,Hombre,10,0.09,Español,Primaria,20,Informal,3602.49,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,3092.68,1
25,Hombre,8,1.68,Español,Secundaria,9,Formal,2989.05,Urbana,Propia,Ladrillo/Cemento,0,0,1,1,1,Sierra,3576.48,1
78,Hombre,10,2.56,Español,Superior,3,Formal,9814.349999999999,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Selva,9962.22,0
44,Hombre,2,2.94,Español,Secundaria,16,Informal,11826.150000000001,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,11076.46,0
39,Hombre,4,2.66,Español,Superior,0,Informal,9838.74,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,10750.92,0
32,Hombre,3,4.13,Aymara,Ninguno,18,Informal,4785.96,Rural,Cedida,Adobe,1,1,1,1,1,Sierra,3814.44,1
57,Hombre,4,3.14,Español,Secundaria,8,Desempleado,2604.12,Urbana,Cedida,Adobe,1,1,1,0,1,Costa,2763.98,1
56,Hombre,8,4.47,Español,Secundaria,18,Informal,7499.099999999999,Urbana,Propia,Adobe,1,0,1,1,1,Selva,8023.06,0
72,Hombre,9,4.64,Español,Secundaria,16,Formal,15216.99,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,13732.72,0
41,Mujer,9,3.43,Español,Primaria,13,Formal,2481.3,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,2760.28,1
33,Hombre,5,3.39,Español,Primaria,11,Informal,2953.11,Urbana,Alquilada,Adobe,1,1,1,0,0,Sierra,3106.27,1
78,Mujer,7,3.23,Español,Primaria,19,Informal,1953.0,Urbana,Alquilada,Adobe,1,0,1,0,1,Selva,2061.74,1
20,Hombre,6,4.14,Español,Secundaria,13,Informal,1113.3899999999999,Urbana,Propia,Adobe,1,1,1,1,0,Sierra,878.98,1
60,Hombre,8,0.26,Español,Secundaria,14,Informal,2817.42,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,2652.9,1
54,Hombre,1,2.91,Español,Secundaria,9,Formal,3059.7599999999998,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,3056.16,1
71,Hombre,7,0.19,Español,Secundaria,16,Informal,8086.41,Rural,Propia,Ladrillo/Cemento,0,0,1,0,1,Selva,5815.74,0
56,Mujer,3,1.63,Español,Secundaria,5,Formal,6720.99,Urbana,Cedida,Ladrillo/Cemento,1,0,1,1,0,Costa,5445.21,1
37,Mujer,10,2.32,Quechua,Secundaria,12,Informal,7197.150000000001,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,5720.99,0
46,Mujer,2,2.99,Quechua,Primaria,19,Formal,5172.450000000001,Rural,Cedida,Madera/Esteras,1,1,1,0,0,Costa,6123.2,1
23,Hombre,6,4.19,Español,Ninguno,9,Informal,2342.13,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,2322.65,1
62,Hombre,10,4.54,Español,Secundaria,16,Formal,2410.05,Urbana,Propia,Adobe,1,1,1,1,0,Costa,2474.66,1
72,Mujer,1,4.4,Español,Primaria,13,Formal,17597.010000000002,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Sierra,17047.76,0
71,Hombre,2,1.12,Español,Secundaria,16,Formal,12257.01,Rural,Propia,Ladrillo/Cemento,0,1,1,1,0,Selva,13677.07,0
70,Hombre,11,3.84,Español,Secundaria,13,Desempleado,3814.41,Urbana,Alquilada,Adobe,1,1,1,0,0,Selva,3062.99,1
55,Hombre,11,3.79,Español,Primaria,2,Informal,24865.739999999998,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Selva,27665.46,0
67,Mujer,3,1.15,Español,Secundaria,15,Formal,3995.31,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,3208.67,0
74,Hombre,3,3.33,Español,Secundaria,11,Formal,8321.34,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,6669.97,1
25,Mujer,4,4.54,Español,Primaria,21,Informal,8195.880000000001,Urbana,Cedida,Madera/Esteras,1,1,1,1,1,Costa,7902.36,0
33,Mujer,9,3.95,Español,Primaria,20,Desempleado,3560.2799999999997,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,3311.95,1
23,Hombre,5,3.56,Español,Secundaria,1,Informal,2634.75,Rural,Propia,Adobe,1,1,1,0,1,Costa,2076.47,1
23,Hombre,10,3.11,Quechua,Secundaria,8,Formal,3116.37,Urbana,Propia,Madera/Esteras,0,1,1,1,1,Selva,2394.26,1
35,Hombre,7,1.76,Español,Primaria,21,Formal,1663.6799999999998,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,0,Sierra,1790.68,0
79,Mujer,11,2.51,Español,Primaria,0,Formal,9897.630000000001,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,10537.23,1
70,Hombre,4,3.59,Español,Secundaria,20,Informal,11091.960000000001,Rural,Propia,Madera/Esteras,0,1,1,1,0,Sierra,10331.01,0
32,Hombre,10,4.17,Quechua,Ninguno,3,Informal,69996.75,Urbana,Propia,Adobe,1,1,0,0,0,Sierra,52150.29,0
65,Mujer,5,4.34,Quechua,Secundaria,1,Formal,4475.22,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,0,1,Costa,4243.85,1
33,Mujer,2,2.45,Español,Secundaria,18,Informal,459.36,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,0,Costa,510.09,1
40,Hombre,1,3.7,Español,Secundaria,1,Informal,16250.73,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,1,Sierra,16369.9,0
49,Hombre,2,4.22,Español,Primaria,10,Formal,7082.16,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,6464.55,1
23,Hombre,8,1.57,Español,Primaria,11,Formal,5068.08,Urbana,Propia,Adobe,1,1,1,0,0,Costa,4409.95,0
57,Mujer,2,0.17,Español,Primaria,1,Formal,8012.13,Rural,Cedida,Adobe,1,1,1,1,0,Selva,9104.56,0
36,Hombre,10,3.79,Español,Secundaria,15,Formal,1992.8999999999999,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,1626.06,0
63,Hombre,3,3.66,Español,Secundaria,10,Formal,2168.67,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,1742.27,1
30,Hombre,4,3.58,Español,Secundaria,14,Informal,4280.25,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Costa,3304.98,1
64,Hombre,8,3.12,Español,Ninguno,3,Informal,3413.91,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,2608.5,1
18,Mujer,4,0.6,Aymara,Secundaria,7,Formal,5289.450000000001,Rural,Propia,Ladrillo/Cemento,0,1,1,0,1,Costa,4766.43,1
29,Hombre,8,2.5,Español,Ninguno,18,Informal,10263.33,Urbana,Cedida,Ladrillo/Cemento,1,1,0,0,0,Costa,7481.11,0
50,Hombre,3,1.24,Otra,Secundaria,8,Informal,1062.21,Urbana,Alquilada,Madera/Esteras,0,1,0,0,1,Costa,959.43,1
28,Hombre,11,0.04,Quechua,Primaria,21,Desempleado,25416.75,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Sierra,27247.96,0
55,Mujer,1,4.5,Español,Secundaria,2,Formal,1254.81,Rural,Propia,Madera/Esteras,0,1,1,1,1,Selva,1244.41,1
26,Hombre,10,1.36,Quechua,Primaria,0,Informal,4729.68,Rural,Propia,Madera/Esteras,1,1,1,0,0,Selva,4115.05,1
55,Hombre,1,0.33,Español,Primaria,21,Informal,8304.93,Urbana,Propia,Adobe,1,1,1,0,0,Costa,8643.68,0
71,Hombre,9,0.92,Español,Primaria,7,Desempleado,3588.21,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,3230.54,1
57,Mujer,5,4.12,Aymara,Secundaria,12,Formal,1014.39,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,834.75,0
65,Hombre,7,3.69,Español,Primaria,14,Desempleado,2350.83,Urbana,Propia,Adobe,1,1,1,0,0,Costa,2579.06,1
67,Hombre,5,3.41,Español,Primaria,9,Informal,9722.97,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,0,Sierra,10505.28,0
49,Mujer,11,1.51,Español,Superior,13,Informal,2155.23,Rural,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Costa,1659.33,1
55,Hombre,11,0.97,Español,Primaria,6,Formal,2091.48,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,0,Sierra,2285.93,1
18,Mujer,6,1.57,Español,Superior,19,Informal,4135.92,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,3340.48,0
54,Mujer,9,4.23,Español,Ninguno,21,Informal,3736.5,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,3308.71,1
44,Hombre,9,4.98,Español,Superior,9,Formal,1627.1999999999998,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,1599.55,1
19,Mujer,6,3.71,Español,Secundaria,0,Informal,2151.66,Rural,Propia,Ladrillo/Cemento,0,0,1,1,1,Costa,1608.18,1
50,Hombre,8,1.72,Español,Secundaria,17,Formal,8520.03,Urbana,Propia,Adobe,1,0,1,1,1,Costa,7315.44,0
57,Mujer,5,2.9,Español,Primaria,13,Formal,11838.630000000001,Rural,Alquilada,Adobe,1,1,1,1,1,Costa,14189.73,0
30,Hombre,7,1.17,Español,Primaria,1,Formal,11521.8,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,13349.12,0
26,Hombre,9,2.66,Español,Ninguno,11,Informal,4614.8099999999995,Urbana,Cedida,Madera/Esteras,1,1,1,1,0,Selva,5063.83,1
27,Hombre,11,2.72,Español,Secundaria,12,Informal,23506.739999999998,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,17094.39,0
44,Hombre,3,2.79,Español,Primaria,13,Formal,10213.710000000001,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,8387.87,0
38,Mujer,11,4.79,Español,Primaria,12,Informal,10791.51,Rural,Cedida,Ladrillo/Cemento,1,0,1,0,1,Sierra,12189.24,0
47,Hombre,6,1.57,Español,Secundaria,12,Informal,3490.68,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Sierra,3003.3,0
33,Hombre,9,1.59,Español,Secundaria,11,Informal,6487.08,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,7133.34,0
29,Mujer,5,3.24,Español,Secundaria,18,Informal,2436.3,Rural,Alquilada,Adobe,1,1,1,1,0,Costa,1857.6,1
57,Mujer,8,3.09,Español,Secundaria,12,Informal,3535.68,Rural,Propia,Adobe,1,0,1,1,1,Costa,2723.7,1
79,Hombre,9,0.4,Español,Superior,16,Formal,3430.92,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Costa,3179.0,0
39,Mujer,3,2.3,Español,Primaria,15,Informal,3520.2300000000005,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,3381.62,0
36,Mujer,8,1.72,Español,Primaria,6,Formal,9458.82,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,1,0,Costa,10425.81,0
33,Mujer,5,0.85,Aymara,Primaria,5,Formal,17661.0,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,18744.56,0
67,Hombre,7,4.2,Español,Primaria,1,Informal,5072.64,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,4680.67,1
72,Mujer,2,0.18,Quechua,Superior,9,Formal,12025.349999999999,Rural,Alquilada,Ladrillo/Cemento,0,0,1,0,0,Sierra,9823.39,0
57,Hombre,6,4.22,Español,Superior,3,Informal,17635.65,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,1,Sierra,16328.71,0
57,Hombre,6,3.16,Español,Secundaria,9,Desempleado,16705.62,Rural,Propia,Adobe,0,1,1,0,1,Sierra,14400.89,0
44,Hombre,7,3.79,Español,Ninguno,10,Informal,5399.67,Rural,Cedida,Ladrillo/Cemento,1,0,1,0,0,Costa,4525.52,1
78,Hombre,11,1.79,Español,Secundaria,5,Formal,7136.43,Urbana,Alquilada,Madera/Esteras,0,1,1,1,0,Selva,5815.97,1
24,Mujer,2,3.17,Español,Secundaria,0,Formal,2241.87,Urbana,Propia,Adobe,1,1,1,1,1,Sierra,2029.8,1
75,Mujer,10,3.53,Español,Secundaria,19,Formal,13556.04,Urbana,Cedida,Adobe,1,1,0,0,1,Selva,12147.46,0
27,Mujer,2,2.39,Español,Superior,0,Formal,12256.02,Urbana,Cedida,Ladrillo/Cemento,1,1,1,1,1,Costa,11316.05,0
39,Hombre,10,0.71,Español,Ninguno,7,Informal,6538.530000000001,Rural,Alquilada,Adobe,1,1,1,0,0,Costa,6920.52,1
39,Mujer,1,0.01,Español,Primaria,14,Informal,5646.36,Rural,Cedida,Adobe,1,1,0,0,1,Costa,5081.04,0
43,Mujer,9,4.93,Español,Secundaria,4,Formal,21589.23,Rural,Alquilada,Adobe,1,1,1,1,1,Costa,18997.8,0
44,Mujer,2,3.64,Quechua,Superior,20,Formal,8496.84,Urbana,Propia,Adobe,0,1,1,1,1,Selva,10135.64,0
28,Hombre,11,0.26,Quechua,Ninguno,17,Informal,2843.73,Urbana,Propia,Adobe,1,1,1,1,0,Selva,2694.21,1
34,Mujer,8,4.72,Español,Secundaria,15,Formal,7277.82,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Costa,8658.54,0
39,Mujer,9,2.78,Español,Secundaria,11,Informal,1746.1799999999998,Rural,Propia,Madera/Esteras,0,1,0,1,0,Sierra,1344.75,1
56,Hombre,4,3.87,Quechua,Secundaria,3,Formal,6101.79,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,5638.19,0
77,Hombre,1,0.55,Español,Secundaria,7,Formal,8194.14,Rural,Propia,Ladrillo/Cemento,1,0,1,1,1,Sierra,9067.32,0
59,Hombre,9,2.95,Español,Ninguno,13,Informal,2923.02,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,2520.61,1
50,Mujer,2,3.42,Español,Superior,0,Formal,2952.42,Urbana,Cedida,Ladrillo/Cemento,1,1,1,1,0,Costa,3527.07,1
67,Hombre,9,2.52,Otra,Secundaria,7,Informal,5304.4800000000005,Rural,Propia,Ladrillo/Cemento,0,1,1,0,1,Costa,4945.49,1
59,Hombre,10,3.34,Español,Secundaria,3,Informal,22687.260000000002,Urbana,Propia,Madera/Esteras,0,1,1,0,1,Costa,19314.99,0
46,Hombre,8,2.52,Español,Secundaria,4,Formal,5331.0,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,4650.89,1
55,Hombre,7,1.88,Quechua,Primaria,17,Desempleado,6627.18,Urbana,Cedida,Adobe,1,1,1,0,0,Costa,5092.48,0
51,Hombre,4,3.38,Español,Primaria,2,Desempleado,13228.77,Urbana,Cedida,Ladrillo/Cemento,1,0,0,0,0,Sierra,10211.01,0
51,Mujer,10,1.93,Español,Secundaria,13,Formal,2338.83,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,0,0,Costa,2721.8,1
35,Hombre,3,3.81,Español,Secundaria,13,Desempleado,3164.46,Urbana,Propia,Madera/Esteras,0,1,1,0,0,Selva,2810.85,0
39,Mujer,8,4.03,Español,Secundaria,13,Informal,11849.7,Rural,Alquilada,Ladrillo/Cemento,0,0,0,0,1,Selva,9341.79,0
78,Hombre,5,4.38,Español,Primaria,1,Informal,6665.549999999999,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,5003.04,0
20,Hombre,10,4.41,Quechua,Secundaria,9,Desempleado,4857.18,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,5679.35,1
28,Hombre,7,4.94,Español,Superior,18,Formal,6771.8099999999995,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,7250.25,0
71,Mujer,10,4.19,Español,Secundaria,15,Formal,3255.81,Urbana,Alquilada,Madera/Esteras,1,1,1,0,0,Costa,2642.13,1
69,Hombre,10,4.34,Quechua,Ninguno,14,Desempleado,3377.19,Urbana,Alquilada,Adobe,1,1,1,1,0,Costa,3457.4,1
39,Mujer,1,4.6,Español,Primaria,9,Informal,3415.6499999999996,Urbana,Propia,Madera/Esteras,1,1,1,1,1,Costa,3445.56,1
31,Hombre,8,4.2,Español,Secundaria,13,Informal,5846.37,Urbana,Propia,Adobe,1,1,1,1,1,Sierra,6864.91,0
27,Hombre,9,1.85,Español,Primaria,20,Informal,2478.0,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,0,Sierra,1945.28,1
62,Hombre,7,3.85,Español,Secundaria,16,Formal,13136.579999999998,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,9433.76,0
39,Hombre,7,1.79,Español,Secundaria,3,Desempleado,4716.99,Urbana,Propia,Adobe,1,1,0,0,1,Selva,5064.75,1
34,Hombre,6,1.98,Español,Primaria,12,Formal,3028.98,Rural,Alquilada,Adobe,1,0,1,1,0,Selva,2866.58,1
69,Mujer,9,3.66,Español,Primaria,20,Informal,14930.099999999999,Urbana,Propia,Adobe,1,1,0,0,0,Sierra,15891.67,0
51,Mujer,11,3.28,Español,Secundaria,21,Informal,3391.38,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,2888.31,1
72,Mujer,3,4.9,Español,Primaria,6,Informal,2809.89,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,3011.99,1
58,Mujer,9,0.07,Español,Secundaria,12,Informal,17101.86,Urbana,Propia,Madera/Esteras,0,1,1,1,1,Costa,16452.07,0
33,Hombre,9,4.01,Español,Ninguno,5,Informal,3851.13,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,4211.41,1
28,Hombre,7,1.02,Español,Superior,14,Informal,2233.83,Urbana,Propia,Adobe,1,1,1,0,1,Sierra,2530.56,1
39,Mujer,3,3.77,Español,Secundaria,6,Formal,6030.78,Rural,Alquilada,Adobe,1,1,1,0,0,Sierra,6329.06,1
61,Hombre,7,3.2,Español,Ninguno,10,Formal,23460.75,Rural,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,18284.26,0
79,Mujer,4,4.95,Español,Primaria,16,Informal,3087.33,Urbana,Propia,Adobe,0,0,1,0,0,Costa,3510.94,1
73,Mujer,11,1.46,Español,Primaria,2,Informal,12518.130000000001,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,10219.79,0
64,Hombre,5,4.48,Español,Secundaria,9,Informal,4812.299999999999,Rural,Propia,Adobe,1,1,1,0,0,Sierra,4545.34,1
64,Hombre,11,4.14,Español,Primaria,2,Informal,31723.14,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,36250.59,0
72,Mujer,5,4.99,Español,Secundaria,9,Desempleado,3002.58,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,2692.11,1
79,Hombre,5,2.57,Español,Secundaria,18,Informal,2943.8999999999996,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,2822.22,1
42,Mujer,1,2.8,Español,Primaria,16,Informal,2377.44,Urbana,Propia,Adobe,1,0,1,1,1,Costa,1907.05,0
77,Mujer,5,0.54,Quechua,Secundaria,16,Informal,6226.11,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,6202.23,0
28,Hombre,10,2.69,Español,Secundaria,7,Informal,4208.67,Urbana,Alquilada,Adobe,1,1,1,0,1,Costa,3869.17,1
68,Hombre,9,0.45,Español,Secundaria,20,Informal,7914.48,Rural,Propia,Ladrillo/Cemento,0,1,1,0,1,Sierra,7952.4,1
78,Hombre,6,3.83,Español,Secundaria,16,Informal,5528.67,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Costa,5258.46,0
32,Mujer,9,0.21,Quechua,Secundaria,7,Informal,12002.97,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,13472.5,0
54,Hombre,6,2.29,Español,Ninguno,14,Formal,7609.92,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,6645.87,0
22,Hombre,3,2.73,Español,Secundaria,21,Formal,12188.43,Rural,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Costa,10969.54,0
77,Hombre,7,2.5,Español,Secundaria,7,Desempleado,2222.73,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,2436.78,1
27,Hombre,11,1.0,Español,Superior,9,Informal,1872.3600000000001,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,1539.29,1
51,Hombre,9,4.5,Español,Superior,20,Informal,2282.67,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,2268.18,1
42,Mujer,6,2.55,Español,Primaria,14,Informal,12865.29,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,15154.91,0
66,Mujer,3,3.96,Español,Secundaria,0,Informal,12338.43,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,14539.73,0
