EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,TipoEmpleo,AreaResidencia,Region,AccesoAguaPotable,AccesoSaneamiento,Hacinamiento,PoseeActivos,TenenciaVivienda,MaterialParedes,AccesoElectricidad,AniosEstudioJefeHogar,IngresoMensualHogar,GastoMensualHogar,PobrezaMonetaria
47,Hombre,5,2.13,Otra,Primaria,Informal,Urbana,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,1,1170.09,1015.54,1
56,Hombre,9,1.68,Quechua,Secundaria,Informal,Urbana,Sierra,1,0,0,1,Propia,Adobe,1,7,2381.43,1693.92,1
61,Hombre,6,2.84,Español,Superior,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,13,4415.66,3497.41,0
27,Hombre,7,0.41,Español,Secundaria,Informal,Rural,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,11,1210.18,1211.54,1
47,Mujer,1,1.46,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Cedida,Adobe,1,10,2853.2,2885.75,0
44,Hombre,7,2.79,Aymara,Primaria,Informal,Rural,Costa,1,0,0,1,Alquilada,Ladrillo/Cemento,1,4,1287.18,1390.42,1
39,Hombre,5,0.21,Español,Superior,Formal,Urbana,Costa,0,1,0,1,Propia,Adobe,1,21,6805.5,7014.65,0
22,Hombre,8,0.39,Quechua,Secundaria,Formal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,8,5474.31,5827.01,0
32,Hombre,5,2.81,Español,Ninguno,Formal,Rural,Sierra,1,1,0,0,Cedida,Adobe,1,0,2095.13,1625.13,0
43,Hombre,9,0.16,Aymara,Ninguno,Informal,Urbana,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,0,518.78,466.87,1
29,Mujer,7,1.72,Español,Primaria,Formal,Urbana,Selva,1,0,1,0,Propia,Ladrillo/Cemento,1,2,1699.76,1741.87,1
70,Hombre,5,0.54,Español,Primaria,Informal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,0,5,3179.53,2293.31,0
47,Hombre,7,0.52,Español,Primaria,Informal,Urbana,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,5,1687.09,1867.91,1
23,Hombre,8,2.49,Quechua,Primaria,Informal,Rural,Sierra,1,1,0,1,Cedida,Ladrillo/Cemento,1,2,827.07,794.6,1
26,Hombre,2,0.36,Español,Secundaria,Informal,Urbana,Sierra,1,0,1,0,Propia,Ladrillo/Cemento,1,9,2295.43,2482.71,0
31,Hombre,6,0.21,Español,Primaria,Informal,Urbana,Sierra,0,1,0,0,Cedida,Adobe,1,1,747.25,828.6,1
47,Hombre,5,2.62,Español,Secundaria,Informal,Rural,Costa,0,1,1,0,Alquilada,Madera/Esteras,1,10,1460.91,1484.54,1
34,Hombre,1,1.14,Español,Superior,Informal,Rural,Selva,1,0,0,1,Propia,Ladrillo/Cemento,0,17,3009.3,3364.97,0
78,Mujer,8,0.31,Quechua,Secundaria,Informal,Rural,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,8,1235.81,1280.73,1
63,Mujer,5,2.08,Español,Ninguno,Informal,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,1,0,1669.95,1702.05,1
70,Hombre,7,0.7,Español,Primaria,Informal,Urbana,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,1,874.59,707.94,1
46,Hombre,1,0.75,Español,Primaria,Desempleado,Rural,Costa,1,1,0,0,Propia,Adobe,1,6,611.14,586.65,0
39,Hombre,8,0.97,Español,Secundaria,Informal,Rural,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,10,1287.38,955.8,1
21,Hombre,1,1.53,Español,Primaria,Informal,Urbana,Costa,0,1,0,0,Alquilada,Adobe,1,5,2436.74,2298.95,0
23,Hombre,4,2.1,Español,Secundaria,Formal,Urbana,Costa,1,1,1,0,Alquilada,Adobe,1,8,6802.38,5537.64,0
35,Mujer,2,0.47,Aymara,Secundaria,Informal,Rural,Costa,1,1,0,1,Propia,Adobe,1,9,1694.01,1219.81,0
45,Mujer,6,1.57,Español,Primaria,Informal,Urbana,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,5,1381.81,1299.23,1
20,Hombre,7,1.02,Español,Superior,Informal,Urbana,Selva,1,0,0,0,Propia,Ladrillo/Cemento,1,20,3222.22,3790.0,0
37,Hombre,6,1.22,Español,Secundaria,Formal,Urbana,Selva,1,1,0,1,Propia,Madera/Esteras,1,11,1918.5,1504.64,1
39,Mujer,4,2.26,Español,Secundaria,Informal,Urbana,Selva,0,1,0,0,Propia,Ladrillo/Cemento,1,11,1669.03,1734.92,0
60,Hombre,5,2.94,Español,Superior,Informal,Rural,Costa,1,0,0,0,Propia,Ladrillo/Cemento,1,13,2105.95,1569.47,0
34,Mujer,9,0.5,Quechua,Superior,Informal,Rural,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,13,1643.18,1566.51,1
65,Mujer,7,0.72,Español,Superior,Formal,Urbana,Sierra,1,0,0,1,Propia,Adobe,1,14,7743.25,6365.68,0
38,Hombre,8,2.05,Quechua,Secundaria,Informal,Rural,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,7,1228.58,1219.68,1
63,Mujer,3,0.91,Español,Primaria,Formal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,4,1418.68,1617.23,0
40,Hombre,9,1.18,Español,Secundaria,Desempleado,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,10,1084.01,905.28,1
68,Hombre,9,2.63,Español,Secundaria,Formal,Urbana,Sierra,1,0,1,1,Alquilada,Ladrillo/Cemento,1,11,4604.24,4808.82,0
18,Mujer,4,2.04,Español,Primaria,Informal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,0,4,1529.56,1096.66,1
45,Hombre,1,0.84,Español,Superior,Formal,Urbana,Costa,0,1,0,1,Propia,Madera/Esteras,1,19,5588.61,6097.8,0
25,Hombre,5,0.9,Español,Primaria,Formal,Urbana,Costa,1,1,0,0,Propia,Madera/Esteras,1,4,1782.12,1694.03,1
55,Mujer,4,2.17,Español,Primaria,Informal,Urbana,Selva,1,1,0,1,Alquilada,Ladrillo/Cemento,1,3,1038.31,1192.12,1
74,Hombre,8,2.52,Español,Superior,Formal,Rural,Sierra,1,0,0,1,Alquilada,Ladrillo/Cemento,1,18,5922.57,5710.92,0
46,Hombre,5,1.93,Quechua,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,7,1613.96,1248.5,1
28,Hombre,9,2.22,Español,Superior,Informal,Rural,Costa,1,1,0,1,Cedida,Ladrillo/Cemento,1,19,5023.85,4985.87,0
63,Mujer,6,1.73,Quechua,Secundaria,Informal,Rural,Selva,1,0,0,0,Propia,Ladrillo/Cemento,1,7,1769.39,1523.61,1
46,Mujer,5,0.83,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Cedida,Ladrillo/Cemento,1,5,1831.47,1722.99,1
69,Hombre,7,2.65,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,11,1923.19,2136.64,1
76,Mujer,3,0.82,Español,Secundaria,Formal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,9,9435.08,9001.85,0
77,Mujer,1,0.32,Español,Secundaria,Informal,Urbana,Sierra,0,0,1,1,Propia,Ladrillo/Cemento,1,7,1448.94,1337.76,0
59,Hombre,2,1.99,Español,Secundaria,Informal,Urbana,Costa,0,0,0,0,Alquilada,Ladrillo/Cemento,0,7,1578.32,1742.8,0
33,Mujer,7,2.84,Español,Ninguno,Informal,Rural,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,0,687.4,715.77,1
31,Mujer,9,2.93,Español,Secundaria,Formal,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,8,5808.89,5142.38,0
28,Mujer,4,1.21,Español,Superior,Formal,Rural,Selva,1,1,0,1,Alquilada,Madera/Esteras,1,20,5169.12,5023.22,0
30,Mujer,8,2.03,Español,Secundaria,Informal,Urbana,Costa,0,1,1,1,Propia,Ladrillo/Cemento,1,10,3197.47,2949.64,1
27,Hombre,9,2.63,Español,Secundaria,Formal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,10,8674.09,10325.52,0
79,Hombre,4,2.6,Español,Superior,Informal,Urbana,Selva,0,0,1,0,Alquilada,Ladrillo/Cemento,1,14,4549.35,3421.34,0
45,Mujer,9,0.94,Español,Primaria,Desempleado,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,5,1021.87,894.16,1
35,Hombre,1,2.66,Español,Secundaria,Formal,Urbana,Costa,1,0,0,0,Alquilada,Adobe,0,9,8940.17,10280.76,0
35,Hombre,4,2.77,Español,Secundaria,Desempleado,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,9,2306.72,2678.36,0
50,Hombre,2,1.9,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,10,1433.78,1168.02,0
20,Hombre,3,1.24,Español,Primaria,Formal,Urbana,Sierra,1,0,0,0,Propia,Ladrillo/Cemento,1,4,4611.9,3780.17,0
47,Mujer,1,2.64,Español,Primaria,Informal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,5,1361.23,1246.49,0
18,Mujer,1,2.2,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,9,2140.73,1601.58,0
28,Hombre,3,1.35,Español,Secundaria,Informal,Urbana,Costa,0,1,1,1,Alquilada,Ladrillo/Cemento,1,9,4823.24,4672.84,0
28,Mujer,5,1.12,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Propia,Adobe,1,7,2032.68,2022.57,0
49,Hombre,6,1.76,Español,Primaria,Formal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,1,1818.79,1370.89,1
60,Hombre,1,2.01,Español,Superior,Informal,Rural,Sierra,1,0,0,1,Propia,Adobe,1,16,2963.69,2732.96,0
55,Hombre,2,0.27,Español,Secundaria,Informal,Rural,Costa,1,1,1,1,Propia,Madera/Esteras,1,11,1660.38,1735.97,0
69,Hombre,7,0.3,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,0,Propia,Madera/Esteras,1,8,1621.95,1710.63,1
19,Mujer,2,0.58,Español,Secundaria,Desempleado,Urbana,Costa,0,0,0,0,Alquilada,Ladrillo/Cemento,0,8,1173.76,847.26,0
66,Mujer,3,0.92,Español,Primaria,Formal,Rural,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,4,1718.91,1348.34,0
60,Hombre,4,2.09,Quechua,Ninguno,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,0,818.51,950.28,1
29,Hombre,4,2.55,Español,Primaria,Informal,Rural,Costa,1,0,0,0,Propia,Ladrillo/Cemento,1,4,568.02,607.82,1
49,Mujer,6,2.53,Español,Primaria,Informal,Urbana,Costa,1,0,0,1,Alquilada,Adobe,1,2,2998.93,3191.24,0
54,Hombre,1,1.12,Español,Ninguno,Informal,Urbana,Selva,1,1,1,1,Propia,Ladrillo/Cemento,0,0,726.88,633.67,0
60,Hombre,4,1.78,Quechua,Superior,Informal,Urbana,Costa,1,0,0,0,Alquilada,Ladrillo/Cemento,1,18,2903.06,2444.24,0
53,Mujer,5,0.73,Español,Secundaria,Formal,Urbana,Costa,1,0,0,1,Cedida,Ladrillo/Cemento,1,11,9576.78,7488.25,0
59,Hombre,4,2.26,Quechua,Superior,Informal,Urbana,Costa,1,1,0,1,Alquilada,Adobe,1,21,6250.83,4989.66,0
27,Hombre,7,2.64,Español,Superior,Informal,Rural,Sierra,0,1,0,0,Propia,Ladrillo/Cemento,1,15,1795.68,1940.73,1
56,Hombre,2,1.26,Español,Superior,Informal,Urbana,Costa,1,0,0,1,Propia,Adobe,1,20,9007.87,6549.16,0
43,Hombre,6,0.41,Quechua,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,11,2042.47,2003.52,1
66,Hombre,9,2.25,Español,Superior,Formal,Urbana,Costa,0,1,1,0,Alquilada,Ladrillo/Cemento,1,18,8578.64,9134.57,0
76,Hombre,3,0.45,Quechua,Secundaria,Informal,Urbana,Selva,1,1,1,1,Propia,Madera/Esteras,1,9,3098.16,3664.56,0
64,Mujer,4,2.6,Español,Secundaria,Informal,Urbana,Selva,1,1,0,1,Propia,Ladrillo/Cemento,1,8,1524.93,1162.11,1
47,Mujer,4,0.72,Español,Secundaria,Informal,Rural,Sierra,1,0,0,0,Propia,Ladrillo/Cemento,1,11,1607.86,1273.77,0
19,Hombre,1,1.71,Español,Secundaria,Desempleado,Urbana,Costa,1,1,0,1,Cedida,Ladrillo/Cemento,1,7,725.83,799.04,0
63,Hombre,7,0.61,Quechua,Primaria,Informal,Urbana,Costa,0,1,0,0,Alquilada,Adobe,1,4,1124.79,1052.72,1
50,Hombre,4,0.47,Español,Secundaria,Informal,Urbana,Sierra,0,1,0,0,Propia,Ladrillo/Cemento,1,11,2324.05,1905.76,0
77,Mujer,2,1.16,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Cedida,Ladrillo/Cemento,1,9,1566.08,1500.07,0
31,Hombre,8,0.92,Español,Superior,Informal,Urbana,Selva,1,1,0,1,Alquilada,Ladrillo/Cemento,1,18,4541.62,4500.29,0
71,Hombre,2,0.28,Español,Superior,Informal,Urbana,Costa,0,1,1,0,Alquilada,Ladrillo/Cemento,1,17,2316.89,2016.66,0
38,Mujer,3,2.39,Español,Superior,Informal,Urbana,Sierra,0,1,0,1,Propia,Ladrillo/Cemento,1,20,5591.19,5050.65,0
48,Mujer,9,0.88,Español,Secundaria,Informal,Urbana,Selva,1,0,0,1,Cedida,Madera/Esteras,1,11,2625.59,2440.04,1
49,Mujer,2,2.21,Español,Secundaria,Informal,Urbana,Selva,1,1,1,0,Propia,Ladrillo/Cemento,0,9,1784.56,1931.47,0
71,Hombre,7,2.59,Español,Superior,Informal,Urbana,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,17,4475.94,4983.76,0
37,Hombre,7,1.32,Español,Primaria,Informal,Urbana,Costa,1,0,0,0,Alquilada,Adobe,1,6,1586.52,1390.23,1
76,Hombre,2,1.17,Español,Primaria,Informal,Urbana,Selva,0,1,0,0,Propia,Adobe,1,6,1374.24,1560.01,0
30,Hombre,5,0.86,Español,Secundaria,Desempleado,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,1,8,1105.22,1270.1,1
49,Hombre,1,2.77,Español,Superior,Informal,Urbana,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,20,1845.63,1870.33,0
21,Hombre,1,0.33,Español,Primaria,Formal,Rural,Sierra,1,1,1,0,Propia,Ladrillo/Cemento,1,5,2303.06,2537.07,0
60,Hombre,8,2.3,Español,Superior,Formal,Urbana,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,17,8000.86,6843.65,0
46,Hombre,4,1.5,Español,Secundaria,Desempleado,Urbana,Sierra,1,0,0,0,Alquilada,Ladrillo/Cemento,0,9,1840.44,1775.34,0
47,Hombre,6,0.28,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,0,4,4484.95,4544.08,0
26,Hombre,7,1.88,Español,Superior,Formal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,21,7154.53,7073.28,0
25,Hombre,1,0.07,Español,Ninguno,Informal,Urbana,Sierra,1,1,1,1,Alquilada,Ladrillo/Cemento,1,0,569.12,509.38,0
54,Hombre,1,2.66,Español,Superior,Informal,Rural,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,20,3950.66,3472.03,0
20,Hombre,9,1.37,Español,Superior,Informal,Urbana,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,16,2444.56,2907.37,1
76,Hombre,3,1.06,Español,Superior,Informal,Urbana,Sierra,1,1,0,0,Propia,Adobe,1,16,5575.15,5110.05,0
32,Hombre,9,0.47,Español,Secundaria,Informal,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,1,10,2167.2,2021.93,1
28,Hombre,2,2.11,Quechua,Ninguno,Informal,Urbana,Costa,1,0,1,0,Alquilada,Madera/Esteras,1,0,796.33,931.43,1
65,Hombre,5,2.65,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Propia,Madera/Esteras,1,3,2052.73,2336.82,0
33,Hombre,2,1.41,Español,Primaria,Informal,Rural,Costa,1,1,1,1,Propia,Adobe,1,6,2023.67,1629.42,0
77,Mujer,5,1.2,Español,Secundaria,Formal,Urbana,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,10,3114.94,3169.98,0
32,Mujer,4,0.15,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,8,2273.29,2336.9,0
26,Hombre,8,0.94,Español,Superior,Informal,Urbana,Sierra,1,1,1,1,Alquilada,Ladrillo/Cemento,1,16,4757.33,3507.11,0
69,Hombre,2,0.41,Español,Ninguno,Informal,Urbana,Sierra,0,1,1,0,Cedida,Ladrillo/Cemento,1,0,780.56,771.52,1
73,Hombre,8,2.84,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,1,3554.26,4211.2,0
29,Hombre,3,1.9,Español,Primaria,Informal,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,1,2007.31,1592.33,0
72,Hombre,9,2.04,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,1,Alquilada,Adobe,1,8,2145.99,2300.06,1
23,Hombre,4,2.11,Español,Secundaria,Informal,Urbana,Selva,1,1,1,1,Alquilada,Ladrillo/Cemento,1,11,2745.83,3083.34,0
26,Mujer,7,0.34,Español,Ninguno,Informal,Rural,Costa,1,1,1,0,Alquilada,Ladrillo/Cemento,1,0,628.15,667.34,1
32,Mujer,4,2.65,Español,Superior,Informal,Urbana,Costa,0,0,0,1,Propia,Ladrillo/Cemento,1,16,4182.21,4800.81,0
27,Mujer,1,0.39,Quechua,Secundaria,Informal,Rural,Costa,1,1,1,0,Propia,Adobe,1,10,2632.0,2061.85,0
39,Hombre,7,2.73,Español,Secundaria,Informal,Rural,Costa,1,0,0,1,Propia,Madera/Esteras,1,8,3275.48,2881.4,0
42,Hombre,7,2.69,Quechua,Primaria,Informal,Urbana,Selva,1,1,1,1,Alquilada,Ladrillo/Cemento,1,6,3351.76,3992.78,0
74,Hombre,3,2.22,Español,Primaria,Formal,Urbana,Selva,1,1,1,0,Propia,Ladrillo/Cemento,1,2,2160.73,2334.88,0
56,Mujer,4,0.87,Español,Secundaria,Informal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,8,1427.02,1284.26,1
41,Mujer,7,0.4,Español,Primaria,Informal,Rural,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,3,1265.06,1410.98,1
18,Mujer,2,1.36,Español,Superior,Formal,Urbana,Selva,1,1,0,1,Propia,Adobe,1,20,6718.22,7058.52,0
27,Hombre,5,2.42,Español,Superior,Desempleado,Urbana,Costa,1,0,0,1,Propia,Adobe,1,12,1258.46,1370.66,1
28,Hombre,6,2.75,Español,Ninguno,Formal,Urbana,Costa,0,1,0,0,Propia,Ladrillo/Cemento,1,0,3563.47,3356.71,0
54,Hombre,9,1.41,Español,Secundaria,Informal,Rural,Costa,1,1,0,0,Cedida,Adobe,1,8,1642.41,1436.76,1
73,Mujer,3,1.14,Español,Secundaria,Informal,Urbana,Costa,1,1,1,0,Alquilada,Ladrillo/Cemento,1,11,3856.85,3701.45,0
36,Hombre,8,0.38,Español,Ninguno,Informal,Urbana,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,0,1064.32,950.11,1
37,Hombre,8,2.17,Español,Secundaria,Informal,Rural,Sierra,1,1,1,1,Cedida,Ladrillo/Cemento,1,11,823.03,874.18,1
44,Hombre,5,1.66,Español,Primaria,Formal,Rural,Costa,1,0,0,1,Alquilada,Adobe,1,6,3268.05,2674.14,0
46,Mujer,6,1.3,Español,Ninguno,Informal,Urbana,Costa,0,1,0,1,Propia,Ladrillo/Cemento,1,0,981.71,1003.17,1
40,Hombre,1,0.46,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,11,5420.73,4514.56,0
79,Mujer,1,0.6,Quechua,Ninguno,Informal,Rural,Sierra,1,0,0,1,Alquilada,Ladrillo/Cemento,1,0,1193.17,1369.85,0
79,Hombre,8,0.09,Español,Superior,Informal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,16,4642.51,3609.39,0
66,Mujer,7,2.74,Español,Superior,Informal,Urbana,Sierra,1,0,0,0,Alquilada,Ladrillo/Cemento,1,19,1596.38,1429.5,1
37,Hombre,7,2.03,Español,Primaria,Formal,Rural,Costa,1,0,0,0,Cedida,Ladrillo/Cemento,1,6,4957.64,4848.47,0
73,Hombre,6,0.29,Español,Primaria,Formal,Rural,Sierra,1,0,0,0,Propia,Adobe,1,2,2128.19,2122.04,1
57,Mujer,4,1.06,Español,Secundaria,Formal,Rural,Selva,1,1,0,1,Propia,Adobe,1,9,2369.78,2060.73,0
67,Mujer,3,1.98,Español,Secundaria,Formal,Urbana,Costa,1,1,1,1,Propia,Madera/Esteras,1,10,3229.89,3218.15,0
37,Mujer,6,2.46,Español,Secundaria,Informal,Urbana,Costa,0,1,0,0,Propia,Ladrillo/Cemento,1,8,1743.12,1552.82,1
22,Hombre,4,1.75,Español,Secundaria,Informal,Rural,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,10,1434.55,1378.47,1
22,Hombre,3,0.61,Quechua,Primaria,Formal,Urbana,Sierra,1,0,1,1,Cedida,Ladrillo/Cemento,1,1,3884.44,3497.47,0
56,Hombre,8,1.82,Español,Secundaria,Informal,Urbana,Costa,0,0,0,1,Cedida,Ladrillo/Cemento,1,11,3001.64,2191.98,1
27,Hombre,4,1.29,Español,Secundaria,Formal,Urbana,Costa,0,1,0,0,Alquilada,Ladrillo/Cemento,1,11,8081.76,9004.99,0
75,Hombre,6,2.56,Español,Superior,Formal,Urbana,Selva,0,1,0,0,Cedida,Ladrillo/Cemento,1,13,5568.75,6131.0,0
74,Hombre,9,1.53,Español,Secundaria,Informal,Urbana,Costa,0,1,0,1,Propia,Adobe,1,11,1622.43,1208.78,1
31,Hombre,8,1.76,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,11,1722.0,1967.26,1
65,Mujer,1,1.35,Español,Superior,Informal,Urbana,Costa,0,1,1,0,Alquilada,Ladrillo/Cemento,1,15,2894.27,2152.24,0
23,Hombre,2,0.92,Español,Secundaria,Informal,Rural,Selva,1,0,1,1,Propia,Ladrillo/Cemento,1,9,699.2,677.03,1
33,Mujer,4,0.9,Español,Secundaria,Formal,Rural,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,10,7017.44,7560.59,0
75,Hombre,4,0.11,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,2,2532.46,1997.14,0
32,Mujer,6,2.72,Quechua,Ninguno,Formal,Urbana,Costa,1,0,1,0,Alquilada,Ladrillo/Cemento,1,0,2301.18,1742.97,1
52,Hombre,2,2.13,Español,Secundaria,Desempleado,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,9,1093.88,841.02,0
60,Hombre,3,0.99,Español,Secundaria,Formal,Urbana,Selva,1,1,1,0,Propia,Ladrillo/Cemento,1,11,3478.04,3956.57,0
44,Hombre,9,1.36,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,8,3020.13,3374.07,1
49,Mujer,1,1.27,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,4,1637.86,1637.53,0
52,Hombre,5,2.53,Quechua,Secundaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,11,3108.68,3366.65,0
77,Hombre,6,0.45,Español,Secundaria,Desempleado,Urbana,Costa,1,1,0,1,Propia,Adobe,1,10,1347.23,1124.67,1
41,Hombre,6,2.9,Español,Ninguno,Formal,Urbana,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,0,5558.29,5999.12,0
72,Hombre,2,1.32,Español,Secundaria,Informal,Urbana,Costa,1,0,0,0,Alquilada,Ladrillo/Cemento,1,8,2958.6,2540.94,0
72,Hombre,8,0.82,Español,Secundaria,Formal,Urbana,Costa,1,1,0,1,Alquilada,Adobe,0,8,3389.99,2973.02,0
60,Mujer,5,0.79,Quechua,Primaria,Formal,Urbana,Selva,1,1,1,0,Propia,Ladrillo/Cemento,1,2,3038.28,3358.65,0
23,Hombre,5,0.35,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,1,Alquilada,Madera/Esteras,1,9,1210.55,1424.68,1
32,Hombre,2,2.78,Quechua,Secundaria,Formal,Urbana,Sierra,0,0,0,0,Cedida,Adobe,1,8,5410.66,4553.36,0
62,Mujer,4,2.08,Español,Secundaria,Informal,Urbana,Costa,1,1,1,0,Propia,Adobe,1,11,3448.9,3997.44,0
58,Hombre,4,1.93,Español,Ninguno,Formal,Urbana,Costa,0,1,1,1,Propia,Ladrillo/Cemento,1,0,1688.18,1482.83,0
65,Mujer,7,1.02,Español,Ninguno,Informal,Urbana,Costa,1,0,0,1,Alquilada,Ladrillo/Cemento,1,0,708.37,754.8,1
68,Hombre,8,1.89,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,2,2414.87,2106.09,1
57,Hombre,9,0.78,Español,Primaria,Informal,Rural,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,6,900.14,791.25,1
43,Hombre,6,2.89,Español,Secundaria,Formal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,11,4660.16,5491.08,0
71,Hombre,5,0.15,Español,Primaria,Informal,Urbana,Costa,0,0,0,0,Propia,Ladrillo/Cemento,1,3,2570.65,2185.2,0
62,Mujer,4,0.11,Español,Primaria,Formal,Urbana,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,1,2268.11,2285.87,0
46,Hombre,3,2.38,Español,Primaria,Informal,Urbana,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,1,1989.3,1404.68,0
53,Mujer,6,1.49,Español,Primaria,Informal,Rural,Costa,1,1,0,0,Propia,Ladrillo/Cemento,0,5,1440.13,1386.6,1
37,Hombre,9,1.38,Español,Secundaria,Informal,Urbana,Sierra,0,1,0,0,Alquilada,Ladrillo/Cemento,1,11,3957.03,3593.44,0
57,Hombre,2,1.42,Español,Secundaria,Informal,Urbana,Costa,0,1,0,0,Propia,Ladrillo/Cemento,1,10,1961.46,1616.48,0
31,Hombre,8,0.8,Español,Secundaria,Informal,Rural,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,1,8,1489.36,1572.97,1
66,Hombre,6,1.11,Quechua,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,9,2424.72,2453.41,0
69,Hombre,7,2.64,Español,Superior,Informal,Rural,Sierra,1,1,0,0,Propia,Adobe,1,16,5299.96,5481.57,0
34,Hombre,8,1.98,Español,Primaria,Informal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,3,1179.72,1190.17,1
72,Hombre,9,0.55,Quechua,Secundaria,Informal,Rural,Sierra,0,1,0,0,Propia,Ladrillo/Cemento,1,11,1004.89,735.86,1
